日期,星期,最高温度,最低温度,WindDirection,WindSpeed,天气,风向风力,年,月,日,东北风,东南风,东风,北风,南风,无持续风向,西北风,西南风,西风,1级,2级,大于3级,小于3级,晴,多云,阴,雷阵雨,霾,雾,阵雨,小雨,中雨,大雨,雷雨,暴雨,雨夹雪,雨,暴风雨
2014-03-12,3.0,18,14,无持续风向,小于3级,阴~小雨,微风 小于3级,2014,3,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-03-13,4.0,15,13,无持续风向,小于3级,阴~小雨,微风 小于3级,2014,3,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-03-14,5.0,15,10,无持续风向,小于3级,阴~多云,微风 小于3级,2014,3,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-15,6.0,18,10,无持续风向,小于3级,多云,微风 小于3级,2014,3,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-16,7.0,23,10,无持续风向,小于3级,多云~晴,微风 小于3级,2014,3,16,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-17,1.0,23,12,无持续风向,小于3级,晴,微风 小于3级,2014,3,17,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,2.0,22,16,无持续风向,小于3级,多云~阴,微风 小于3级,2014,3,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,3.0,25,16,无持续风向,小于3级,多云,微风 小于3级,2014,3,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,4.0,22,13,无持续风向,小于3级,中雨,微风 小于3级,2014,3,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-03-21,5.0,15,10,无持续风向,小于3级,小雨~阴,微风 小于3级,2014,3,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-03-22,6.0,15,11,无持续风向,小于3级,阴,微风 小于3级,2014,3,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-23,7.0,14,11,无持续风向,小于3级,阴,微风 小于3级,2014,3,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-24,1.0,17,12,无持续风向,小于3级,阴~小雨,微风 小于3级,2014,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-03-25,2.0,18,11,无持续风向,小于3级,阴,微风 小于3级,2014,3,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-26,3.0,22,11,无持续风向,小于3级,多云,微风 小于3级,2014,3,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-27,4.0,22,15,无持续风向,小于3级,多云~阵雨,微风 小于3级,2014,3,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-03-28,5.0,24,15,无持续风向,小于3级,阴~多云,微风 小于3级,2014,3,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-29,6.0,24,13,无持续风向,小于3级,阴~多云,微风 小于3级,2014,3,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-30,7.0,21,15,无持续风向,小于3级,中雨~小雨,微风 小于3级,2014,3,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-03-31,1.0,17,15,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,3,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-01,2.0,16,14,无持续风向,小于3级,小雨,微风 小于3级,2014,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-02,3.0,19,14,无持续风向,小于3级,小雨,微风 小于3级,2014,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-03,4.0,22,14,无持续风向,小于3级,阴,微风 小于3级,2014,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-04,5.0,21,15,无持续风向,小于3级,阴~多云,微风 小于3级,2014,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-05,6.0,19,16,无持续风向,小于3级,阴~中雨,微风 小于3级,2014,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-06,7.0,21,14,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-07,1.0,23,14,无持续风向,小于3级,多云,微风 小于3级,2014,4,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-08,2.0,25,16,无持续风向,小于3级,多云~晴,微风 小于3级,2014,4,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-09,3.0,23,17,无持续风向,小于3级,多云~阵雨,微风 小于3级,2014,4,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-10,4.0,22,18,无持续风向,小于3级,阵雨,微风 小于3级,2014,4,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-11,5.0,21,19,无持续风向,小于3级,小雨,微风 小于3级,2014,4,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-12,6.0,24,19,无持续风向,小于3级,小雨~阴,微风 小于3级,2014,4,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-13,7.0,29,18,无持续风向,小于3级,多云,微风 小于3级,2014,4,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-14,1.0,26,18,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-15,2.0,27,20,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-16,3.0,27,21,无持续风向,小于3级,阴,微风 小于3级,2014,4,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-17,4.0,29,21,无持续风向,小于3级,阴~多云,微风 小于3级,2014,4,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-18,5.0,27,22,无持续风向,小于3级,中雨~阵雨,微风 小于3级,2014,4,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2014-04-19,6.0,27,20,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-20,7.0,24,17,无持续风向,小于3级,阴,微风 小于3级,2014,4,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-21,1.0,20,17,无持续风向,小于3级,阵雨,微风 小于3级,2014,4,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-22,2.0,23,15,无持续风向,小于3级,阴~多云,微风 小于3级,2014,4,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-23,3.0,24,17,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-24,4.0,21,18,无持续风向,小于3级,阵雨,微风 小于3级,2014,4,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-25,5.0,21,18,无持续风向,小于3级,小雨,微风 小于3级,2014,4,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-04-26,6.0,21,17,无持续风向,小于3级,阵雨,微风 小于3级,2014,4,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-27,7.0,22,13,无持续风向,小于3级,多云,微风 小于3级,2014,4,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-28,1.0,23,16,无持续风向,小于3级,阵雨~多云,微风 小于3级,2014,4,28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-29,2.0,22,15,无持续风向,小于3级,阵雨~阴,微风 小于3级,2014,4,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-04-30,3.0,28,15,无持续风向,小于3级,多云~晴,微风 小于3级,2014,4,30,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,4.0,29,17,无持续风向,小于3级,晴~多云,微风 小于3级,2014,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-02,5.0,26,17,无持续风向,小于3级,雷阵雨~中雨,微风 小于3级,2014,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2014-05-03,6.0,18,16,无持续风向,小于3级,小雨~中雨,微风 小于3级,2014,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-05-04,7.0,22,15,无持续风向,小于3级,中雨~阴,微风 小于3级,2014,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-05-05,1.0,24,15,无持续风向,小于3级,阴~多云,微风 小于3级,2014,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-06,2.0,27,18,无持续风向,小于3级,多云~晴,微风 小于3级,2014,5,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-07,3.0,29,17,无持续风向,小于3级,多云~晴,微风 小于3级,2014,5,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-08,4.0,24,18,无持续风向,小于3级,阴~阵雨,微风 小于3级,2014,5,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014-05-09,5.0,23,19,无持续风向,小于3级,阵雨,微风 小于3级,2014,5,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-05-10,6.0,21,19,无持续风向,小于3级,中雨~阵雨,微风 小于3级,2014,5,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2014-05-11,7.0,26,16,无持续风向,小于3级,阴~多云,微风 小于3级,2014,5,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-12,1.0,25,18,无持续风向,小于3级,多云~阴,微风 小于3级,2014,5,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,2.0,23,19,无持续风向,小于3级,阵雨,微风 小于3级,2014,5,13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
